arxiv_id,review_status,quantization,architecture,fpga_device,model,toolflow,evidence_pages,notes
2310.09949,,,,,,,,
2312.15159,,,,,,,,
2401.03868,,,,,,,,
2405.00738,,,,,,,,
2408.00462,,,,,,,,
2409.00661,,,,,,,,
2409.11424,,,,,,,,
2410.04466,,,,,,,,
2410.10714,,,,,,,,
2410.15008,,,,,,,,
2501.14512,,,,,,,,
2501.19135,,,,,,,,
2502.00026,,,,,,,,
2502.10659,,,,,,,,
2502.15260,,,,,,,,
2502.16473,,,,,,,,
2503.16731,,,,,,,,
2504.09561,,,,,,,,
2504.16112,,,,,,,,
2504.16266,,,,,,,,
2504.17376,,,,,,,,
2505.03745,,,,,,,,
2507.01035,,,,,,,,
2507.03308,,,,,,,,
2507.14139,,,,,,,,
2508.07431,,,,,,,,
2508.10303,,,,,,,,
2509.13765,,,,,,,,
2509.17355,,,,,,,,
2510.15926,,,,,,,,
2510.16418,,,,,,,,
2511.06174,,,,,,,,
2511.13676,,,,,,,,
2512.00016,,,,,,,,
2512.00335,,,,,,,,
2512.11550,,,,,,,,
2512.23914,,,,,,,,
2512.24713,,,,,,,,
2601.15710,,,,,,,,
2602.18750,,,,,,,,
2602.20515,,,,,,,,
2603.14785,,,,,,,,
2603.23668,,,,,,,,
2603.28239,,,,,,,,
2603.29002,,,,,,,,
2605.05170,,,,,,,,
2605.06052,,,,,,,,
2606.12556,,,,,,,,
2606.13708,,,,,,,,
2606.22621,,,,,,,,
